,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist
41,91 Aquarii b,144,3.2 Jupiters,4.25,2013,91 Aqr b,91 Aqr,3,1.0,Radial Velocity,2013.0,Lick Observatory,0.0,181.4,0.1,-0.1,0.0,0.7,,,0.0,13.1,,,0.0,1.17,,,0.0,1017.0,,,0,3.2,,,0.0,Msini,0.027,0.026,-0.026,0.0,,,,,,,,,0,K0 III,4665.0,18.0,-18.0,0.0,11.0,0.1,-0.1,0.0,1.4,0.1,-0.1,0,-0.03,0.1,-0.1,0.0,[Fe/H],2.52,0.05,-0.05,0.0,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304
42,AB Pictoris b,163,13.5 Jupiters,9.128,2005,AB Pic b,AB Pic,1,1.0,Imaging,2005.0,Paranal Observatory,0.0,,,,,260.0,,,0.0,12.3,,,0.0,1.1,,,0.0,4290.5,158.9,-158.9,0,13.5,0.5,-0.5,0.0,Mass,,,,,,,,,,,,,0,K2 V,5285.0,10.0,-9.0,0.0,1.0,0.03,-0.02,0.0,0.9,0.1,-0.1,0,0.04,0.02,-0.02,0.0,[Fe/H],4.53,0.01,-0.01,0.0,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475
43,Alpha Arietis b,66,1.8 Jupiters,2.0,2010,AU Mic b,AU Mic,1,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,8.463,2e-06,-2e-06,0.0,0.0645,0.0013,-0.0013,0.0,4.07,0.17,-0.17,0.0,0.363,0.015,-0.015,0.0,17.0,5.0,-5.0,0,0.05349,0.01573,-0.01573,0.0,Mass,0.0,,,0.0,,,,,593,21.0,-21.0,0.0,0,M1VE,3700.0,100.0,-100.0,0.0,0.75,0.03,-0.03,0.0,0.5,0.03,-0.03,0,,,,,,4.57,0.01,-0.01,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
44,Alpha Tauri b,67,6.47 Jupiters,0.85,2015,AU Mic c,AU Mic,1,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,18.859019,1.6e-05,-1.6e-05,0.0,0.1101,0.0022,-0.0022,0.0,3.24,0.16,-0.16,0.0,0.289,0.014,-0.014,0.0,13.6,11.4,-11.4,0,0.04279,0.03587,-0.03587,0.0,Mass,0.0,,,0.0,,,,,454,16.0,-16.0,0.0,0,M1VE,3700.0,100.0,-100.0,0.0,0.75,0.03,-0.03,0.0,0.5,0.03,-0.03,0,,,,,,4.57,0.01,-0.01,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
45,AU Microscopii b,32,0.18 Jupiters,8.81,2020,BD+03 2562 b,BD+03 2562,1,1.0,Radial Velocity,2017.0,Multiple Observatories,0.0,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,12.7,,,0.0,1.13,,,0.0,2034.112,413.179,-413.179,0,6.4,1.3,-1.3,0.0,Msini,0.2,0.12,-0.08,0.0,,,,,,,,,0,,4095.0,20.0,-20.0,0.0,32.35,8.82,-8.82,0.0,1.14,0.25,-0.25,0,-0.71,0.09,-0.09,0.0,[Fe/H],1.89,0.10,-0.1,0.0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63
46,BD+03 2562 b,8540,6.4 Jupiters,9.58,2017,BD+14 4559 b,BD+14 4559,1,1.0,Radial Velocity,2009.0,McDonald Observatory,0.0,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,13.8,,,0.0,1.23,,,0.0,330.5432,149.3801,-149.3801,0,1.04,0.47,-0.47,0.0,Msini,0.29,0.03,-0.03,0.0,,,,,,,,,0,K2 V,4864.0,101.0,-101.0,0.0,0.86,0.04,-0.04,0.0,0.49,0.33,-0.33,0,0.17,,,0.0,[Fe/H],4.26,0.29,-0.29,0.0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352
47,BD-06 1339 b,66,8.5 Earths,9.7,2013,BD+15 2375 b,BD+15 2375,1,1.0,Radial Velocity,2016.0,Roque de los Muchachos Observatory,0.0,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,13.8,,,0.0,1.23,,,0.0,337.21763,85.8141,-85.8141,0,1.061,0.27,-0.27,0.0,Msini,0.001,0.25,-0.001,0.0,,,,,,,,,0,G5,4649.0,30.0,-30.0,0.0,8.95,1.45,-1.45,0.0,1.08,0.14,-0.14,0,-0.22,0.08,-0.08,0.0,[Fe/H],2.61,0.12,-0.12,0.0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.045
48,BD-06 1339 c,66,0.17 Jupiters,9.7,2013,BD+15 2940 b,BD+15 2940,1,1.0,Radial Velocity,2013.0,McDonald Observatory,0.0,137.48,0.34,-0.34,0.0,0.539,,,0.0,13.7,,,0.0,1.23,,,0.0,352.78,,,0,1.11,,,0.0,Msini,0.26,0.1,-0.1,0.0,,,,,,,,,0,K0,4796.0,117.0,-117.0,0.0,14.7,2.8,-2.8,0.0,1.1,0.2,-0.2,0,0.28,0.07,-0.07,0.0,[Fe/H],2.8,0.45,-0.45,0.0,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42
49,BD-08 2823 b,135,12.7132 Earths,9.88,2009,BD+20 2457 b,BD+20 2457,1,2.0,Radial Velocity,2009.0,McDonald Observatory,0.0,379.63,2.0,-2.0,0.0,1.05,0.07,-0.07,0.0,11.6,,,0.0,1.03,,,0.0,17668.1697,24965.5465,-24965.5465,0,55.59,78.55,-78.55,0.0,Msini,0.15,0.03,-0.03,0.0,,,,,,,,,0,K2 II,4259.0,64.0,-64.0,0.0,71.02,73.63,-73.63,0.0,10.83,22.96,-22.96,0,-0.79,,,0.0,[Fe/H],1.77,0.19,-0.19,0.0,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71
50,BD-08 2823 c,135,0.33 Jupiters,9.88,2009,BD+20 2457 c,BD+20 2457,1,2.0,Radial Velocity,2009.0,McDonald Observatory,0.0,621.99,10.2,-10.2,0.0,2.01,,,0.0,12.4,,,0.0,1.1,,,0.0,3963.17,,,0,12.47,,,0.0,Msini,0.18,0.06,-0.06,0.0,,,,,,,,,0,K2 II,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0,-1.0,0.07,-0.07,0.0,[Fe/H],1.51,0.05,-0.05,0.0,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71
51,BD-10 3166 b,276,0.59 Jupiters,10.08,2000,BD+20 274 b,BD+20 274,1,1.0,Radial Velocity,2012.0,McDonald Observatory,0.0,578.2,5.4,-5.4,0.0,1.3,,,0.0,13.0,,,0.0,1.16,,,0.0,1334.886,,,0,4.2,,,0.0,Msini,0.21,0.06,-0.06,0.0,,,,,,,,,0,K5 III,4296.0,10.0,-10.0,0.0,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0,-0.46,0.07,-0.07,0.0,[Fe/H],1.99,0.05,-0.05,0.0,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51
52,BD-11 4672 b,89,0.65 Jupiters,9.99,2014,BD+20 594 b,BD+20 594,1,1.0,Transit,2016.0,K2,0.0,41.6855,0.003,-0.003,0.0,0.241,0.019,-0.017,0.0,2.578,0.112,-0.112,0.0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0,0.07,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,546,19.0,-18.0,0.0,0,G,5766.0,99.0,-99.0,0.0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0,-0.15,,,0.0,[Fe/H],4.5,0.08,-0.08,0.0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461
53,BD-11 4672 c,89,15.37 Earths,9.99,2020,BD+45 564 b,BD+45 564,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,307.88,1.47,-1.47,0.0,0.83,0.04,-0.04,0.0,13.6,,,0.0,1.21,,,0.0,432.24663,38.13941,-38.13941,0,1.36,0.12,-0.12,0.0,Msini,0.12,0.06,-0.06,0.0,,,,,,,,,0,K1,5004.0,50.0,-50.0,0.0,0.81,0.04,-0.04,0.0,0.81,0.07,-0.07,0,-0.09,0.03,-0.03,0.0,[Fe/H],4.22,0.13,-0.13,0.0,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.622
54,BD-13 2130 b,3095,9.78 Jupiters,9.45,2007,BD+48 738 b,BD+48 738,1,1.0,Radial Velocity,2011.0,McDonald Observatory,0.0,392.6,5.5,-5.5,0.0,1.0,,,0.0,13.9,,,0.0,1.24,,,0.0,289.2253,,,0,0.91,,,0.0,Msini,0.2,0.1,-0.1,0.0,,,,,,,,,0,K0 III,4414.0,15.0,-15.0,0.0,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0,-0.2,0.07,-0.07,0.0,[Fe/H],2.24,0.06,-0.06,0.0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493
55,BD+14 4559 b,161,1.04 Jupiters,9.63,2009,BD+48 740 b,BD+48 740,1,1.0,Radial Velocity,2018.0,Multiple Observatories,0.0,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,13.5,,,0.0,1.2,,,0.0,540.311,222.481,-222.481,0,1.7,0.7,-0.7,0.0,Msini,0.76,0.05,-0.09,0.0,,,,,,,,,0,K3 III,4534.0,8.0,-8.0,0.0,10.33,1.81,-1.81,0.0,1.09,0.16,-0.16,0,-0.13,0.06,-0.06,0.0,[Fe/H],2.48,0.04,-0.04,0.0,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.589
56,BD+15 2375 b,2525,1.061 Jupiters,10.31,2016,BD+49 828 b,BD+49 828,1,1.0,Radial Velocity,2015.0,McDonald Observatory,0.0,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,13.5,,,0.0,1.21,,,0.0,508.5,127.1,-63.6,0,1.6,0.4,-0.2,0.0,Msini,0.35,0.24,-0.1,0.0,,,,,,,,,0,K0,4943.0,30.0,-30.0,0.0,7.6,1.3,-1.3,0.0,1.52,0.22,-0.22,0,-0.19,0.06,-0.06,0.0,[Fe/H],2.85,0.09,-0.09,0.0,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.042
57,BD+15 2940 b,1408,1.11 Jupiters,9.046,2013,BD+55 362 b,BD+55 362,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,265.59,1.04,-1.04,0.0,0.78,0.05,-0.05,0.0,14.0,,,0.0,1.25,,,0.0,228.83645,25.42627,-25.42627,0,0.72,0.08,-0.08,0.0,Msini,0.27,0.06,-0.06,0.0,,,,,,,,,0,K3,5012.0,78.0,-78.0,0.0,0.9,0.06,-0.04,0.0,0.91,0.1,-0.1,0,0.18,0.05,-0.05,0.0,[Fe/H],4.09,0.16,-0.16,0.0,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697
58,BD-17 63 b,113,5.1 Jupiters,9.566,2008,BD+63 1405 b,BD+63 1405,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,1198.48,60.79,-60.79,0.0,2.06,0.14,-0.14,0.0,13.0,,,0.0,1.16,,,0.0,1258.60049,98.52681,-98.52681,0,3.96,0.31,-0.31,0.0,Msini,0.88,0.02,-0.02,0.0,,,,,,,,,0,K0,5000.0,53.0,-53.0,0.0,0.8,0.04,-0.06,0.0,0.82,0.08,-0.08,0,-0.09,0.03,-0.03,0.0,[Fe/H],4.2,0.17,-0.17,0.0,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473
59,BD+20 2457 b,5450,55.59 Jupiters,9.75,2009,BD-00 4475 b,BD-00 4475,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,723.2,0.74,-0.74,0.0,1.48,0.11,-0.11,0.0,12.0,,,0.0,1.07,,,0.0,7961.6016,708.75735,-708.75735,0,25.05,2.23,-2.23,0.0,Msini,0.39,0.01,-0.01,0.0,,,,,,,,,0,G0,5040.0,112.0,-112.0,0.0,0.84,0.04,-0.04,0.0,0.81,0.1,-0.1,0,-0.14,0.06,-0.06,0.0,[Fe/H],4.25,0.22,-0.22,0.0,23h10m50.60s,347.7108441,+00d24m30.82s,0.4085612,42.6402
60,BD+20 2457 c,5450,12.47 Jupiters,9.75,2009,BD-06 1339 b,BD-06 1339,1,2.0,Radial Velocity,2013.0,La Silla Observatory,0.0,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,2.85,,,0.0,0.254,,,0.0,8.5,1.3,-1.3,0,0.027,0.004,-0.004,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K7/M0 V,4324.0,100.0,-100.0,0.0,0.69,0.06,-0.07,0.0,0.7,,,0,-0.14,0.17,-0.17,0.0,[Fe/H],4.74,0.02,-0.02,0.0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695
61,BD+20 274 b,4514,4.2 Jupiters,9.36,2012,BD-06 1339 c,BD-06 1339,1,2.0,Radial Velocity,2013.0,La Silla Observatory,0.0,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,8.38,,,0.0,0.747,,,0.0,53.0,8.0,-8.0,0,0.17,0.03,-0.03,0.0,Msini,0.31,0.11,-0.11,0.0,,,,,,,,,0,K7/M0 V,4324.0,100.0,-100.0,0.0,0.69,0.06,-0.07,0.0,0.7,,,0,-0.14,0.17,-0.17,0.0,[Fe/H],4.74,0.02,-0.02,0.0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695
62,BD+20 594 b,588,22.2481 Earths,11.038,2016,BD-08 2823 b,BD-08 2823,1,2.0,Radial Velocity,2009.0,La Silla Observatory,0.0,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,3.61,,,0.0,0.322,,,0.0,12.7132,3.1783,-3.1783,0,0.04,0.01,-0.01,0.0,Msini,0.15,0.15,-0.15,0.0,,,,,,,,,0,K3 V,4816.0,114.0,-114.0,0.0,0.71,0.04,-0.04,0.0,0.5,0.26,-0.26,0,-0.06,,,0.0,[Fe/H],4.43,0.22,-0.22,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342
63,BD+48 738 b,2910,0.91 Jupiters,9.14,2011,BD-08 2823 c,BD-08 2823,1,2.0,Radial Velocity,2009.0,La Silla Observatory,0.0,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,12.5,,,0.0,1.11,,,0.0,104.0,10.0,-10.0,0,0.33,0.03,-0.03,0.0,Msini,0.19,0.09,-0.09,0.0,,,,,,,,,0,K3 V,4746.0,63.0,-63.0,0.0,0.72,0.02,-0.02,0.0,0.74,0.07,-0.07,0,-0.07,0.03,-0.03,0.0,[Fe/H],4.13,0.26,-0.26,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342
64,BD+48 740 b,2215,1.7 Jupiters,8.699,2018,BD-10 3166 b,BD-10 3166,1,1.0,Radial Velocity,2000.0,W. M. Keck Observatory,0.0,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,14.1,,,0.0,1.26,,,0.0,187.5197,22.2481,-22.2481,0,0.59,0.07,-0.07,0.0,Msini,0.02,0.02,-0.02,0.0,,,,,,,,,0,K0 V,5393.0,44.0,-44.0,0.0,0.91,0.04,-0.04,0.0,1.47,0.24,-0.24,0,0.38,,,0.0,[Fe/H],4.69,0.06,-0.06,0.0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069
65,BD+49 828 b,1460,1.6 Jupiters,9.38,2015,BD-11 4672 b,BD-11 4672,1,2.0,Radial Velocity,2014.0,La Silla Observatory,0.0,1634.0,13.0,-14.0,0.0,2.36,0.04,-0.04,0.0,14.1,,,0.0,1.25,,,0.0,206.5895,15.8915,-19.0698,0,0.65,0.05,-0.06,0.0,Msini,0.05,0.05,-0.03,0.0,,,,,,,,,0,K7 V,4550.0,110.0,-110.0,0.0,0.64,0.02,-0.02,0.0,0.65,0.03,-0.03,0,-0.35,0.15,-0.15,0.0,[Fe/H],4.64,0.03,-0.03,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665
66,Beta Cancri b,295,7.8 Jupiters,3.53,2014,BD-11 4672 c,BD-11 4672,1,2.0,Radial Velocity,2020.0,Roque de los Muchachos Observatory,0.0,74.2,0.06,-0.08,0.0,0.3,0.01,-0.01,0.0,4.04,,,0.0,0.36,,,0.0,15.37,2.97,-2.81,0,0.04836,0.00934,-0.00884,0.0,Msini,0.4,0.13,-0.15,0.0,,,,,,,,,0,K7V,4550.0,110.0,-110.0,0.0,0.64,0.02,-0.02,0.0,0.65,0.03,-0.03,0,-0.35,0.15,-0.15,0.0,[Fe/H],4.64,0.03,-0.03,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665
67,Beta Pictoris b,64,11 Jupiters,3.85,2008,BD-13 2130 b,BD-13 2130,1,1.0,Radial Velocity,2007.0,La Silla Observatory,0.0,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,12.5,,,0.0,1.11,,,0.0,3108.3774,1449.3048,-1449.3048,0,9.78,4.56,-4.56,0.0,Msini,0.21,0.07,-0.07,0.0,,,,,,,,,0,G5 IV/V,4545.0,71.0,-71.0,0.0,19.17,4.96,-4.96,0.0,2.12,1.47,-1.47,0,-0.08,,,0.0,[Fe/H],2.2,0.20,-0.2,0.0,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.214
68,Beta Pictoris c,64,9 Jupiters,3.85,2019,BD-17 63 b,BD-17 63,1,1.0,Radial Velocity,2008.0,La Silla Observatory,0.0,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,12.8,,,0.0,1.15,,,0.0,1620.9,38.14,-38.14,0,5.1,0.12,-0.12,0.0,Msini,0.54,0.005,-0.005,0.0,,,,,,,,,0,K5 V,4714.0,93.0,-93.0,0.0,0.69,,,0.0,0.74,0.03,-0.03,0,-0.03,0.06,-0.06,0.0,[Fe/H],4.26,0.24,-0.24,0.0,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603
69,Beta Ursae Minoris b,127,6.1 Jupiters,2.08,2014,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1.0,Imaging,2011.0,W. M. Keck Observatory,0.0,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,12.4,,,0.0,1.11,,,0.0,3337.1,1430.2,-1430.2,0,10.5,4.5,-4.5,0.0,Mass,,,,,,,,,370,40.0,-40.0,0.0,0,,580.5,24.5,-24.5,0.0,,,,,0.02,0.01,-0.01,0,,,,,,4.72,0.28,-0.28,0.0,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,23.1
70,CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1.0,Imaging,2021.0,Hubble Space Telescope,0.0,8040000.0,470000.0,-470000.0,0.0,200.0,6.0,-6.0,0.0,20.849,0.56,-0.56,0.0,1.86,0.05,-0.05,0.0,2479.06157,222.47988,-254.26273,0,7.8,0.7,-0.8,0.0,Mass,,,,,,,,,1800,40.0,-40.0,0.0,0,M9-L1,2320.0,40.0,-40.0,0.0,0.24,0.01,-0.01,0.0,0.01,0.0,0.0,0,,,,,,3.85,0.01,-0.01,0.0,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,
71,CHXR 73 b,623,12.569 Jupiters,17.293,2006,CHXR 73 b,CHXR 73,1,1.0,Imaging,2006.0,Hubble Space Telescope,0.0,,,,,210.0,,,0.0,12.3,,,0.0,1.1,,,0.0,3994.486,2662.991,-1664.369,0,12.569,8.379,-5.237,0.0,Mass,,,,,,,,,,,,,0,M3.5,3099.0,128.0,-128.0,0.0,,,,,0.35,,,0,,,,,,,,,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.374
72,CI Tauri b,515,11.6 Jupiters,12.939,2019,CI Tau b,CI Tau,1,1.0,Radial Velocity,2019.0,Multiple Observatories,0.0,8.9891,0.0202,-0.0202,0.0,,,,,12.4,,,0.0,1.11,,,0.0,3686.828,921.707,-858.141,0,11.6,2.9,-2.7,0.0,Mass,0.25,0.16,-0.16,0.0,,,,,,,,,0,K7,3807.0,131.0,-131.0,0.0,1.88,0.09,-0.42,0.0,0.9,0.02,-0.02,0,,,,,,,,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.998
73,CoRoT-10 b,1125,2.75 Jupiters,15.22,2010,COCONUTS-2 b,COCONUTS-2 A,1,1.0,Imaging,2021.0,NASA Infrared Telescope Facility (IRTF),0.0,402000000.0,470000000.0,-100000000.0,0.0,7506.0,5205.0,-2060.0,0.0,12.442,0.336,-0.336,0.0,1.11,0.03,-0.03,0.0,2002.31896,476.74261,-603.87397,0,6.3,1.5,-1.9,0.0,Mass,,,,,,,,,434,9.0,-9.0,0.0,0,M3 V,3406.0,69.0,-69.0,0.0,0.39,0.01,-0.01,0.0,0.37,0.02,-0.02,0,0.0,0.08,-0.08,0.0,[Fe/H],4.83,0.03,-0.03,0.0,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864
74,CoRoT-11 b,1827,2.33 Jupiters,12.939,2010,CT Cha b,CT Cha,1,1.0,Imaging,2007.0,Paranal Observatory,0.0,,,,,440.0,,,0.0,24.66,9.08,-6.73,0.0,2.2,0.81,-0.6,0.0,5403.0,1907.0,-1907.0,0,17.0,6.0,-6.0,0.0,Mass,,,,,,,,,2600,250.0,-250.0,0.0,0,K5e,4403.0,6.0,-10.0,0.0,1.68,0.1,-0.16,0.0,,,,,-0.56,0.01,-0.01,0.0,[Fe/H],3.66,0.01,-0.01,0.0,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72
75,CoRoT-12 b,3751,0.917 Jupiters,15.515,2010,CoRoT-1 b,CoRoT-1,1,1.0,Transit,2008.0,CoRoT,0.0,1.5089557,6.4e-06,-6.4e-06,0.0,0.02752,0.00022,-0.00023,0.0,16.7,0.9,-0.9,0.0,1.49,0.08,-0.08,0.0,327.35,38.14,-38.14,0,1.03,0.12,-0.12,0.0,Mass,0.0,,,0.0,,,,,1898,50.0,-50.0,0.0,0,G0 V,5950.0,150.0,-150.0,0.0,1.11,0.05,-0.05,0.0,0.95,0.15,-0.15,0,-0.3,0.25,-0.25,0.0,[M/H],4.25,0.30,-0.3,0.0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
76,CoRoT-13 b,3458,1.308 Jupiters,15.039,2010,CoRoT-10 b,CoRoT-10,1,1.0,Transit,2010.0,CoRoT,0.0,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,10.87,0.78,-0.78,0.0,0.97,0.07,-0.07,0.0,874.0,50.85,-50.85,0,2.75,0.16,-0.16,0.0,Mass,0.53,0.04,-0.04,0.0,,,,,600,23.0,-23.0,0.0,0,K1 V,5075.0,75.0,-75.0,0.0,0.79,0.05,-0.05,0.0,0.89,0.05,-0.05,0,0.26,0.07,-0.07,0.0,[Fe/H],4.65,0.10,-0.1,0.0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386
77,CoRoT-14 b,4371,7.6 Jupiters,16.033,2010,CoRoT-11 b,CoRoT-11,1,1.0,Transit,2010.0,CoRoT,0.0,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,16.03,0.34,-0.34,0.0,1.43,0.03,-0.03,0.0,740.51,108.06,-108.06,0,2.33,0.34,-0.34,0.0,Mass,0.0,,,0.0,,,,,1657,55.0,-55.0,0.0,0,F6 V,6440.0,120.0,-120.0,0.0,1.37,0.03,-0.03,0.0,1.27,0.05,-0.05,0,-0.03,0.08,-0.08,0.0,[Fe/H],4.22,0.23,-0.23,0.0,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
78,CoRoT-16 b,2740,0.535 Jupiters,15.63,2011,CoRoT-12 b,CoRoT-12,1,1.0,Transit,2010.0,CoRoT,0.0,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.00092,0.0,16.14,1.46,-1.46,0.0,1.44,0.13,-0.13,0.0,291.438,22.247,-20.658,0,0.917,0.07,-0.065,0.0,Mass,0.07,0.063,-0.042,0.0,,,,,1442,58.0,-58.0,0.0,0,,5675.0,80.0,-80.0,0.0,1.12,0.1,-0.09,0.0,1.08,0.08,-0.07,0,0.16,0.1,-0.1,0.0,[Fe/H],4.38,0.07,-0.06,0.0,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37
79,CoRoT-17 b,3001,2.43 Jupiters,15.46,2011,CoRoT-13 b,CoRoT-13,1,1.0,Transit,2010.0,CoRoT,0.0,4.03519,3e-05,-3e-05,0.0,0.051,0.0031,-0.0031,0.0,9.92,0.157,-0.157,0.0,0.885,0.014,-0.014,0.0,415.704,20.976,-20.976,0,1.308,0.066,-0.066,0.0,Mass,0.0,,,0.0,,,,,1700,,,0.0,0,G0 V,5945.0,90.0,-90.0,0.0,1.01,0.03,-0.03,0.0,1.09,0.02,-0.02,0,0.01,0.07,-0.07,0.0,[Fe/H],4.46,0.05,-0.05,0.0,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93
80,CoRoT-18 b,2838,3.47 Jupiters,15.0,2011,CoRoT-14 b,CoRoT-14,1,1.0,Transit,2010.0,CoRoT,0.0,1.51214,0.00013,-0.00013,0.0,0.027,0.002,-0.002,0.0,12.22,0.78,-0.78,0.0,1.09,0.07,-0.07,0.0,2415.4,190.7,-190.7,0,7.6,0.6,-0.6,0.0,Mass,0.0,,,0.0,,,,,1952,66.0,-66.0,0.0,0,F9 V,6035.0,100.0,-100.0,0.0,1.21,0.08,-0.08,0.0,1.13,0.09,-0.09,0,0.05,0.15,-0.15,0.0,[Fe/H],4.35,0.15,-0.15,0.0,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6
